dr_name,speciality,qualification,years_of_experience,location,city,dp_score%,npv,consultation_fee_₹,additional_qualification
Dr. Vignessh Raj,Dermatologist,MBBS,15.0,Whitefield,Bangalore,99.0,267.0,600.0,DDVL
Dr. Vani M,Dermatologist,MBBS,27.0,Bangalore,Bangalore,97.0,280.0,500.0,DVD
Dr. Sachith Abraham,Dermatologist,MD,29.0,Koramangala,Bangalore,95.0,185.0,1200.0,MBBS
Dr. Deepa,Dermatologist,MBBS,14.0,Sarjapur Road,Bangalore,98.0,87.0,600.0,Others
Dr. Sandhyarani K,Dermatologist,MBBS,12.0,Bangalore,Bangalore,100.0,5.0,500.0,MD
Dr. Priya J Talageri,Dermatologist,MBBS,17.0,Marathahalli,Bangalore,98.0,1418.0,650.0,MD
Dr. Namitha S,Dermatologist,MBBS,4.0,Sarjapur Road,Bangalore,0.0,0.0,600.0,MD
Dr. Varsha S Patil,Dermatologist,MBBS,13.0,Bangalore,Bangalore,97.0,38.0,700.0,DDVL
Dr. Nithya Raghunath,Dermatologist,MBBS,13.0,Kalyan Nagar,Bangalore,96.0,663.0,700.0,MD
Dr. Bhavyashree U G,Dermatologist,MBBS,11.0,Kalyan Nagar,Bangalore,86.0,38.0,650.0,MD
Dr. Kiran Kattishettar,Dermatologist,MBBS,32.0,Hebbal,Bangalore,100.0,3.0,1000.0,MD
Dr. Radhakrishna Bhat,Dermatologist,MBBS,24.0,HSR Layout,Bangalore,95.0,112.0,1000.0,MD
Dr. Sohandas Shetty B,Dermatologist,MBBS,25.0,Bangalore,Bangalore,96.0,202.0,450.0,DDVL
Dr. Ravi N. Hiremagalore,Dermatologist,MBBS,27.0,Old Airport Road,Bangalore,94.0,60.0,900.0,MD
Dr. Ashish B Shetty,Dermatologist,MBBS,11.0,Bangalore,Bangalore,99.0,51.0,400.0,MD
Dr. Meera Sreedhar,Dermatologist,MBBS,28.0,Indiranagar,Bangalore,86.0,1.0,500.0,MD
Dr. Akhilesh A,Dermatologist,MD,13.0,New BEL Road,Bangalore,95.0,28.0,500.0,"Venereology & Leprosy, MBBS"
Dr. Niranjana Raj,Dermatologist,MBBS,13.0,Whitefield,Bangalore,99.0,768.0,750.0,MD
Dr. Swagata Chakrabarty,Dermatologist,MBBS,12.0,Indiranagar,Bangalore,89.0,6.0,650.0,MD
Dr. Veena Rao,Dermatologist,MBBS,23.0,Jayanagar 5 Block,Bangalore,96.0,137.0,600.0,Others
Dr. Anupama MP,Dermatologist,MBBS,14.0,Bangalore,Bangalore,96.0,14.0,650.0,MD
Dr. Savitha D. R,Dermatologist,MBBS,21.0,Malleswaram,Bangalore,95.0,76.0,650.0,MD
Dr. Gogineni Deepti Walvekar,Dermatologist,MBBS,14.0,Marathahalli,Bangalore,91.0,44.0,600.0,DDVL
Dr. Arundathi Nagaraj,Dermatologist,MBBS,15.0,Indiranagar,Bangalore,95.0,249.0,700.0,MD
Dr. Vishnu M Moodalgiri,Dermatologist,MBBS,10.0,Electronics City,Bangalore,97.0,15.0,700.0,MD
Dr. Divya Gupta,Dermatologist,MBBS,13.0,Old Airport Road,Bangalore,100.0,2.0,900.0,MD
Dr. Priyanka Reddy,Dermatologist,MBBS,12.0,Bangalore,Bangalore,92.0,326.0,1500.0,MD
Dr. Girish C Panth,Dermatologist,MBBS,33.0,Bannerghatta Road,Bangalore,73.0,4.0,850.0,MD
Dr. S C Rajendran,Dermatologist,MBBS,43.0,Ashoknagar,Bangalore,68.0,106.0,800.0,MD
Dr. Abhishek Ponathil,Dermatologist,MBBS,12.0,Kadugodi,Bangalore,100.0,5.0,750.0,MD
Dr. Saroja Devi H S,Dermatologist,MD,5.0,Bannerghatta Road,Bangalore,100.0,2.0,400.0,"Venereology & Leprosy, MBBS"
Dr. Kanchan S Topgi,Dermatologist,MBBS,8.0,Bangalore,Bangalore,100.0,1.0,600.0,MD
Dr. Kala Vimal,Dermatologist,MBBS,21.0,Indiranagar,Bangalore,81.0,4.0,500.0,DDVL
Dr. ABHINEETHA HOSTHOTA,Dermatologist,MBBS,12.0,JP Nagar 7 Phase,Bangalore,100.0,6.0,600.0,MD
Dr. Seema Srinivasa,Dermatologist,MBBS,13.0,Rajarajeshwarinagar,Bangalore,98.0,63.0,600.0,MD
Dr. Mamatha P Singuru,Dermatologist,MD,13.0,Bangalore,Bangalore,54.0,11.0,500.0,"Venereology & Leprosy, MBBS"
Dr. Chetana,Dermatologist,MD,18.0,Sadashivanagar,Bangalore,96.0,44.0,600.0,"Venereology & Leprosy, MBBS"
Dr. Dinesh Gowda,Dermatologist,MBBS,34.0,Indiranagar,Bangalore,63.0,3.0,500.0,DVD
Dr. S Roohi Nazneen,Dermatologist,MBBS,10.0,Harlur,Bangalore,100.0,11.0,500.0,MD
Dr. Shoba S M,Dermatologist,MBBS,9.0,Seshadripuram,Bangalore,0.0,0.0,740.0,DDVL
Dr. Jyoti Raghavendra   (Physiotherapist),Physiotherapist,BPTh/BPT,16.0,Marathahalli,Bangalore,94.0,175.0,400.0,MPTh/MPT
Dr. Mahesh G   (Physiotherapist),Physiotherapist,BPTh/BPT,15.0,Jayanagar,Bangalore,98.0,358.0,500.0,Not Applicable
Dr. Pooja Pandey Tripathi   (Physiotherapist),Physiotherapist,BPTh/BPT,18.0,Bannerghatta Road,Bangalore,98.0,112.0,400.0,Masters of Physiotheraphy
Dr. Pratik Desai   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,12.0,HSR Layout,Bangalore,99.0,290.0,600.0,BPTh/BPT
Dr. Palanivel Mayavan   (Physiotherapist),Physiotherapist,MPTh/MPT,23.0,Malleswaram,Bangalore,97.0,42.0,600.0,BPTh/BPT
Dr. Archita Tiwari   (Physiotherapist),Physiotherapist,BPTh/BPT,5.0,Koramangala 6 Block,Bangalore,99.0,236.0,400.0,Not Applicable
Dr. Dimpy Gohrani   (Physiotherapist),Physiotherapist,BPTh/BPT,10.0,Hebbal,Bangalore,100.0,40.0,500.0,MPTh/MPT
Dr. Aamir K.   (Physiotherapist),Physiotherapist,BPTh/BPT,11.0,HSR Layout,Bangalore,98.0,129.0,600.0,Masters of Physiotheraphy
Dr. P.V Rajan   (Physiotherapist),Physiotherapist,BPTh/BPT,13.0,Frazer Town,Bangalore,98.0,113.0,400.0,Masters of Physiotheraphy
Dr. Shruti Ganatra   (Physiotherapist),Physiotherapist,BPTh/BPT,16.0,CV Raman Nagar,Bangalore,100.0,110.0,400.0,Not Applicable
Dr. Richa Singh,Physiotherapist,BPTh/BPT,14.0,HSR Layout,Bangalore,93.0,202.0,700.0,Not Applicable
Dr. Suresh Babu   (Physiotherapist),Physiotherapist,BPTh/BPT,21.0,Marathahalli,Bangalore,85.0,34.0,400.0,Not Applicable
Dr. Himanshu Vaidya   (Physiotherapist),Physiotherapist,BPTh/BPT,17.0,RMV 2nd Stage,Bangalore,100.0,25.0,400.0,MPTh/MPT
Dr. Kishori Vaidya   (Physiotherapist),Physiotherapist,MPTh/MPT,14.0,RMV 2nd Stage,Bangalore,100.0,2.0,400.0,Not Applicable
Dr. Nivrith Chambra   (Physiotherapist),Physiotherapist,BPTh/BPT,9.0,CV Raman Nagar,Bangalore,100.0,100.0,400.0,Not Applicable
Dr. Shruti Jain   (Physiotherapist),Physiotherapist,BPTh/BPT,14.0,Whitefield,Bangalore,98.0,45.0,500.0,MPTh/MPT
Dr. Aditi Singh   (Physiotherapist),Physiotherapist,BPTh/BPT,18.0,Jayanagar 9 Block,Bangalore,98.0,35.0,500.0,MPTh/MPT
Dr. Bhagya Sri   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,Whitefield,Bangalore,100.0,2.0,300.0,Not Applicable
Dr. Gaurav Sheel   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,12.0,Kundalahalli,Bangalore,94.0,15.0,500.0,Not Applicable
Dr. Vanitha Pudukapu   (Physiotherapist),Physiotherapist,BPTh/BPT,13.0,Whitefield,Bangalore,100.0,17.0,300.0,Not Applicable
Dr. Ruchika Bhargava   (Physiotherapist),Physiotherapist,BPTh/BPT,15.0,Kasavanahalli,Bangalore,97.0,64.0,500.0,Not Applicable
Dr. Anant Kumar Bairagi   (Physiotherapist),Physiotherapist,MPTh/MPT,12.0,Nagarbhavi,Bangalore,100.0,4.0,400.0,BPTh/BPT
Dr. Veena Sisodia   (Physiotherapist),Physiotherapist,BPTh/BPT,18.0,HSR Layout,Bangalore,86.0,11.0,500.0,Masters of Physiotheraphy
Dr. Archishubhra Pal   (Physiotherapist),Physiotherapist,BPTh/BPT,16.0,Hennur,Bangalore,98.0,76.0,400.0,Masters of Physiotheraphy
Dr. V.Premalatha   (Physiotherapist),Physiotherapist,BPTh/BPT,10.0,HRBR Layout,Bangalore,100.0,4.0,500.0,Not Applicable
Dr. Shakunthala K   (Physiotherapist),Physiotherapist,BPTh/BPT,7.0,Indiranagar,Bangalore,100.0,1.0,400.0,Not Applicable
Dr. Riddi Suvarna   (Physiotherapist),Physiotherapist,BPTh/BPT,5.0,Banashankari 2nd Stage,Bangalore,100.0,3.0,750.0,Not Applicable
Dr. Anjali Verma   (Physiotherapist),Physiotherapist,BPTh/BPT,3.0,Indiranagar,Bangalore,100.0,1.0,500.0,Not Applicable
Dr. S Gomathi   (Physiotherapist),Physiotherapist,BPTh/BPT,24.0,Bannerghatta Road,Bangalore,97.0,456.0,400.0,Not Applicable
Dr. B.Girija Reddy   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,Whitefield,Bangalore,0.0,0.0,800.0,MPTh/MPT
Dr. Kenneth G. Hebick   (Physiotherapist),Physiotherapist,BPTh/BPT,22.0,Malleswaram,Bangalore,100.0,1.0,650.0,MPTh/MPT
Dr. Samuel David   (Physiotherapist),Physiotherapist,Others,41.0,Jayanagar 9 Block,Bangalore,92.0,1.0,500.0,Not Applicable
Dr. Avanthi Prabhakar   (Physiotherapist),Physiotherapist,BPTh/BPT,11.0,Kundalahalli,Bangalore,96.0,37.0,450.0,Not Applicable
Dr. Pooja Rai   (Physiotherapist),Physiotherapist,BPTh/BPT,11.0,HSR Layout,Bangalore,96.0,262.0,600.0,Not Applicable
Dr. Shankarlal Tak   (Physiotherapist),Physiotherapist,BPTh/BPT,16.0,Nagawara,Bangalore,86.0,3.0,300.0,Masters of Physiotheraphy
Dr. Priyanka Shamanth   (Physiotherapist),Physiotherapist,BPTh/BPT,17.0,Basavanagudi,Bangalore,97.0,4.0,300.0,Not Applicable
Dr. Ibhnu Hussain Gaffar   (Physiotherapist),Physiotherapist,BPTh/BPT,13.0,HSR Layout,Bangalore,98.0,27.0,500.0,Not Applicable
Dr. Jasper   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,16.0,Jayanagar 9 Block,Bangalore,97.0,11.0,500.0,Not Applicable
Dr. U Poovazhagan   (Physiotherapist),Physiotherapist,BPTh/BPT,14.0,KR Puram,Bangalore,0.0,0.0,1200.0,Others
Dr. Jyothi K R   (Physiotherapist),Physiotherapist,BPTh/BPT,15.0,Kundalahalli,Bangalore,100.0,1.0,500.0,MPTh/MPT
Dr. Shamraz Abbas   (Physiotherapist),Physiotherapist,BPTh/BPT,9.0,BTM Layout 2nd Stage,Bangalore,100.0,2.0,500.0,Not Applicable
Dr. Arun Kumar Rawal   (Physiotherapist),Physiotherapist,BPTh/BPT,11.0,Indiranagar,Bangalore,99.0,52.0,1300.0,MPTh/MPT
Dr. Kavitha Bhaskar   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,3.0,Peenya,Bangalore,100.0,12.0,500.0,Not Applicable
Dr. Valmiki Karthik   (Physiotherapist),Physiotherapist,BPTh/BPT,11.0,Whitefield,Bangalore,94.0,52.0,750.0,Not Applicable
Dr. Vedha Valli   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,Whitefield,Bangalore,100.0,15.0,300.0,Not Applicable
Dr. Samson   (Physiotherapist),Physiotherapist,BPTh/BPT,16.0,CV Raman Nagar,Bangalore,100.0,17.0,800.0,Not Applicable
Dr. Nikitha Sowmya.N   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,HSR Layout,Bangalore,100.0,3.0,300.0,Not Applicable
Dr. Nizam Hamza   (Physiotherapist),Physiotherapist,BPTh/BPT,6.0,KR Puram,Bangalore,100.0,21.0,450.0,Not Applicable
Dr. Devika K M   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,2.0,HSR Layout,Bangalore,0.0,0.0,700.0,Not Applicable
Dr. Prof. Madan Mohan M.R.   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,14.0,Rajajinagar,Bangalore,100.0,8.0,400.0,Not Applicable
Dr. Fiza Taj Samadh   (Physiotherapist),Physiotherapist,BPTh/BPT,14.0,CV Raman Nagar,Bangalore,81.0,18.0,300.0,Not Applicable
Dr. Pooja S.M   (Physiotherapist),Physiotherapist,BPTh/BPT,13.0,Bangalore,Bangalore,100.0,52.0,350.0,MPTh/MPT
Dr. Kiran S Murthy   (Physiotherapist),Physiotherapist,BPTh/BPT,25.0,Bangalore,Bangalore,97.0,233.0,400.0,Others
Dr. Sathish   (Physiotherapist),Physiotherapist,MPTh/MPT,5.0,Nagawara,Bangalore,100.0,3.0,400.0,Not Applicable
Dr. Vaishnavi Suresh   (Physiotherapist),Physiotherapist,MPTh/MPT,5.0,Kumaraswamy Layout,Bangalore,100.0,6.0,400.0,BPTh/BPT
Dr. Karthikeyan   (Physiotherapist),Physiotherapist,BPTh/BPT,15.0,Bangalore,Bangalore,99.0,33.0,500.0,Not Applicable
Dr. Nice Mathew   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,12.0,Bangalore,Bangalore,98.0,51.0,350.0,BPTh/BPT
Dr. S.Vijeendran   (Physiotherapist),Physiotherapist,BSc,23.0,Banashankari 1st Stage,Bangalore,100.0,0.0,500.0,Others
Dr. Kamalika M Bhattacharya   (Physiotherapist),Physiotherapist,BPTh/BPT,24.0,Bangalore,Bangalore,99.0,123.0,500.0,Not Applicable
Dr. Amit K Shrivastav   (Physiotherapist),Physiotherapist,MPTh/MPT,16.0,BTM Layout 2nd Stage,Bangalore,96.0,298.0,750.0,BPTh/BPT
Dr. Sneha K Udayan   (Physiotherapist),Physiotherapist,BPTh/BPT,1.0,Jayanagar 7 Block,Bangalore,75.0,4.0,350.0,Not Applicable
Dr. Swagat Dhar   (Physiotherapist),Physiotherapist,BPTh/BPT,10.0,Malleswaram,Bangalore,91.0,12.0,500.0,Not Applicable
Dr. Sumi Dey   (Physiotherapist),Physiotherapist,BPTh/BPT,8.0,Jayanagar 4 Block,Bangalore,91.0,1.0,650.0,Not Applicable
Dr. Devendra Naik   (Physiotherapist),Physiotherapist,BPTh/BPT,2.0,CV Raman Nagar,Bangalore,0.0,0.0,250.0,Not Applicable
Dr. Mohammed Mubeen Ashar   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,Sunkadakatte,Bangalore,0.0,0.0,400.0,Not Applicable
Dr. Venkata Bharath Kumar   (Physiotherapist),Physiotherapist,MPTh/MPT,3.0,Koramangala 5 Block,Bangalore,0.0,0.0,500.0,Not Applicable
Dr. Shilpi Sarthi   (Physiotherapist),Physiotherapist,BPTh/BPT,15.0,Hennur,Bangalore,93.0,12.0,400.0,MPTh/MPT
Dr. Nandan Kumar   (Physiotherapist),Physiotherapist,BPTh/BPT,22.0,JP Nagar 2 Phase,Bangalore,99.0,200.0,500.0,Not Applicable
Dr. Annie Angel Joseph   (Physiotherapist),Physiotherapist,BPTh/BPT,3.0,Malleswaram,Bangalore,0.0,0.0,500.0,Not Applicable
Dr. Jacob Roshan Mathew   (Physiotherapist),Physiotherapist,BPTh/BPT,18.0,Kalyan Nagar,Bangalore,100.0,57.0,700.0,Others
Dr. Ritika Patel   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,14.0,Indiranagar,Bangalore,98.0,148.0,650.0,Others
Dr. Anmol Thomas   (Physiotherapist),Physiotherapist,BPTh/BPT,7.0,Indiranagar,Bangalore,0.0,0.0,1300.0,Masters of Physiotheraphy
Dr. Shailendra Kumar Saxena   (Physiotherapist),Physiotherapist,MPTh/MPT,16.0,Bangalore,Bangalore,100.0,2.0,400.0,BPTh/BPT
Dr. Subodh  Kumar Mahato   (Physiotherapist),Physiotherapist,BPTh/BPT,9.0,Dasarahalli,Bangalore,100.0,23.0,500.0,MPTh/MPT
Dr. Raksha Srinivasan   (Physiotherapist),Physiotherapist,BPTh/BPT,12.0,Bannerghatta Road,Bangalore,100.0,26.0,500.0,MPTh/MPT
Dr. Swathi   (Physiotherapist),Physiotherapist,MPTh/MPT,10.0,Malleswaram,Bangalore,100.0,18.0,700.0,BPTh/BPT
Dr. Jestin John   (Physiotherapist),Physiotherapist,BPTh/BPT,10.0,Indiranagar,Bangalore,100.0,4.0,0.0,Not Applicable
Dr. Sambit Kumar Lenka   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,Mahadevapura,Bangalore,0.0,0.0,500.0,MPTh/MPT
Dr. Bathri Narayanan   (Physiotherapist),Physiotherapist,BPTh/BPT,3.0,Bangalore,Bangalore,100.0,1.0,300.0,Not Applicable
Dr. Munesh Singh   (Physiotherapist),Physiotherapist,BPTh/BPT,12.0,Bannerghatta Road,Bangalore,100.0,52.0,400.0,Not Applicable
Dr. Pooja Sahu   (Physiotherapist),Physiotherapist,BPTh/BPT,5.0,Bangalore,Bangalore,100.0,6.0,500.0,Not Applicable
Dr. Rajani   (Physiotherapist),Physiotherapist,BPTh/BPT,10.0,Bangalore,Bangalore,0.0,0.0,650.0,Not Applicable
Dr. Sudin Maharjan   (Physiotherapist),Physiotherapist,BPTh/BPT,10.0,Bangalore,Bangalore,100.0,1.0,350.0,Masters of Physiotheraphy
Dr. Lavanya   (Physiotherapist),Physiotherapist,MPTh/MPT,1.0,Bangalore,Bangalore,0.0,0.0,300.0,Not Applicable
Dr. Cincy Sijo   (Physiotherapist),Physiotherapist,BPTh/BPT,9.0,Whitefield,Bangalore,0.0,0.0,650.0,Not Applicable
Dr. Anusha K.K   (Physiotherapist),Physiotherapist,BPTh/BPT,0.0,Bangalore,Bangalore,0.0,0.0,450.0,Not Applicable
Dr. Helen S   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,CV Raman Nagar,Bangalore,0.0,0.0,250.0,Not Applicable
Dr. Puja Baidhara Singh   (Physiotherapist),Physiotherapist,BPTh/BPT,9.0,Malleswaram,Bangalore,0.0,0.0,700.0,Not Applicable
Dr. Sana Zubair   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,Jayanagar 7 Block,Bangalore,0.0,0.0,350.0,Not Applicable
Dr. Srimathi   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,Whitefield,Bangalore,0.0,0.0,650.0,Not Applicable
Dr. Thabitha Dasari   (Physiotherapist),Physiotherapist,BPTh/BPT,3.0,Whitefield,Bangalore,0.0,0.0,650.0,Not Applicable
Dr. Bijo Joy   (Physiotherapist),Physiotherapist,BPTh/BPT,7.0,Whitefield,Bangalore,80.0,5.0,1000.0,Others
Dr. Arjun Puranik H L   (Physiotherapist),Physiotherapist,BPTh/BPT,7.0,Bangalore,Bangalore,100.0,8.0,350.0,MPTh/MPT
Dr. Ankit Raj   (Physiotherapist),Physiotherapist,BPTh/BPT,9.0,Bannerghatta Road,Bangalore,100.0,1.0,300.0,Not Applicable
Dr. M Sanjeeva Naik   (Physiotherapist),Physiotherapist,BPTh/BPT,2.0,Whitefield,Bangalore,100.0,10.0,500.0,Not Applicable
Dr. Karthik Ashok   (Physiotherapist),Physiotherapist,BPTh/BPT,14.0,Indiranagar,Bangalore,100.0,2.0,1300.0,Not Applicable
Dr. Swati Mundra   (Physiotherapist),Physiotherapist,BPTh/BPT,12.0,BTM Layout 2nd Stage,Bangalore,100.0,15.0,450.0,Not Applicable
Dr. Chetan Parasar   (Physiotherapist),Physiotherapist,BPTh/BPT,14.0,Banashankari 2nd Stage,Bangalore,100.0,0.0,300.0,Not Applicable
Dr. Hemanth Kumar   (Physiotherapist),Physiotherapist,BPTh/BPT,13.0,HSR Layout,Bangalore,0.0,0.0,700.0,Not Applicable
Dr. Manjiri P thakur   (Physiotherapist),Physiotherapist,BPTh/BPT,13.0,Indiranagar,Bangalore,100.0,3.0,650.0,Not Applicable
Dr. Naman Tamta   (Physiotherapist),Physiotherapist,BPTh/BPT,2.0,Whitefield,Bangalore,100.0,9.0,500.0,Not Applicable
Dr. Imranulla S   (Physiotherapist),Physiotherapist,MPTh/MPT,7.0,Jayanagar 4 Block,Bangalore,100.0,0.0,0.0,Not Applicable
Dr. J Mazumder   (Physiotherapist),Physiotherapist,BPTh/BPT,14.0,Jayanagar,Bangalore,0.0,0.0,400.0,Not Applicable
Dr. Michael Piterson Debbarma   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,0.0,Bangalore,Bangalore,100.0,2.0,600.0,Not Applicable
Dr. Nabanita Chetry   (Physiotherapist),Physiotherapist,BPTh/BPT,3.0,Nagarbhavi,Bangalore,100.0,1.0,400.0,Not Applicable
Dr. Kunga Tsering   (Physiotherapist),Physiotherapist,BPTh/BPT,7.0,Indiranagar,Bangalore,100.0,3.0,650.0,Not Applicable
Dr. Nandita Goswami   (Physiotherapist),Physiotherapist,BPTh/BPT,3.0,Sarjapur Road,Bangalore,100.0,1.0,500.0,Not Applicable
Dr. Gali Sharath   (Physiotherapist),Physiotherapist,BPTh/BPT,17.0,Sahakaranagar,Bangalore,100.0,1.0,650.0,Not Applicable
Dr. Priyanka Chaudhary   (Physiotherapist),Physiotherapist,BPTh/BPT,4.0,Nagarbhavi,Bangalore,100.0,0.0,400.0,Not Applicable
Dr. Akanksha Saini,Physiotherapist,BPTh/BPT,4.0,Indiranagar,Bangalore,0.0,0.0,1300.0,Masters of Physiotheraphy
Dr. David Arun Kumar J   (Physiotherapist),Physiotherapist,BPTh/BPT,14.0,Kumaraswamy Layout,Bangalore,100.0,1.0,550.0,MPTh/MPT
Dr. Shweta Tikoo   (Physiotherapist),Physiotherapist,BPTh/BPT,10.0,Indiranagar,Bangalore,0.0,0.0,650.0,Not Applicable
Dr. Sujay BR,General Surgeon,MBBS,17.0,Jayanagar,Bangalore,94.0,34.0,499.0,MS
Dr. Chandrakant R Kesari,General Surgeon,MBBS,18.0,Rajajinagar,Bangalore,0.0,0.0,500.0,MS
Dr. Vamsi Krishna M,Laparoscopic Surgeon,MBBS,24.0,Whitefield,Bangalore,89.0,7.0,500.0,MS
Dr. Sapna Purushotham,General Surgeon,MBBS,12.0,Indiranagar,Bangalore,92.0,17.0,599.0,MS
Dr. Uma Maheshwari,Gynecologist/Obstetrician,MBBS,23.0,Jayanagar,Bangalore,95.0,93.0,850.0,DGO
Dr. Chitra Ramamurthy,Gynecologist/Obstetrician,MD,42.0,Bannerghatta Road,Bangalore,94.0,53.0,850.0,MBBS
Dr. Basavaraj  Devarashetty,Gynecologist/Obstetrician,MBBS,25.0,HSR Layout,Bangalore,98.0,409.0,700.0,MD
Dr. Vidyamani Boriah,Gynecologist/Obstetrician,MBBS,52.0,VV Puram,Bangalore,91.0,9.0,600.0,DNB
Dr. Deepthi RK Shashidhar,Gynecologist/Obstetrician,MBBS,15.0,Jayanagar 4 Block,Bangalore,98.0,346.0,600.0,MS
Dr. M. Gowri,Gynecologist/Obstetrician,MBBS,32.0,HSR Layout,Bangalore,91.0,269.0,600.0,DGO
Dr. Shobha Venkat,Gynecologist/Obstetrician,DNB,30.0,Old Airport Road,Bangalore,95.0,416.0,900.0,"DGO, MBBS"
Dr. Mala Prakash,Gynecologist/Obstetrician,MBBS,37.0,Bannerghatta Road,Bangalore,94.0,123.0,850.0,MD
Dr. Padmasri V,Gynecologist/Obstetrician,MBBS,27.0,Jayanagar 5 Block,Bangalore,89.0,19.0,700.0,MD
Dr. Ashwini P,Gynecologist/Obstetrician,MBBS,20.0,Indiranagar,Bangalore,91.0,121.0,600.0,DNB
Dr. Mamatha Reddy Y V,Gynecologist/Obstetrician,MBBS,25.0,Koramangala 1 Block,Bangalore,95.0,149.0,800.0,MS
Dr. Namita Kapoor Sahgal,Gynecologist/Obstetrician,MBBS,29.0,Whitefield,Bangalore,90.0,188.0,800.0,MD
Dr. Archana Agarwal,Gynecologist/Obstetrician,MBBS,29.0,Marathahalli,Bangalore,85.0,201.0,700.0,DGO
Dr. H S Chandrika,Gynecologist/Obstetrician,MBBS,40.0,JP Nagar 2 Phase,Bangalore,97.0,64.0,800.0,DGO
Dr. Mukta Nadig,Gynecologist/Obstetrician,MBBS,41.0,Malleswaram,Bangalore,94.0,208.0,850.0,MS
Dr. Jayashree Murthy,Gynecologist/Obstetrician,MBBS,24.0,Indiranagar,Bangalore,99.0,30.0,600.0,DNB
Dr. Suman Singh,Gynecologist/Obstetrician,MBBS,28.0,BTM Layout 2nd Stage,Bangalore,93.0,722.0,700.0,MD
Dr. T. M Jyothi Lakshmi,Gynecologist/Obstetrician,MBBS,34.0,Malleswaram,Bangalore,95.0,86.0,850.0,MD
Dr. Nagarathna D S,Gynecologist/Obstetrician,MBBS,25.0,Koramangala 5 Block,Bangalore,95.0,14.0,600.0,DGO
Dr. Geeta Komar,Gynecologist/Obstetrician,MBBS,21.0,Whitefield,Bangalore,75.0,10.0,800.0,MD
Dr. K. Sushmita,Gynecologist/Obstetrician,MBBS,20.0,HRBR Layout,Bangalore,98.0,426.0,850.0,"DGO, DNB"
Dr. Rekha Prashanth,Gynecologist/Obstetrician,MBBS,28.0,BTM Layout 1st Stage,Bangalore,90.0,59.0,600.0,MD
Dr. Chetana V,Gynecologist/Obstetrician,MBBS,22.0,Hebbal,Bangalore,94.0,21.0,700.0,DNB
Dr. Triveni M P,Gynecologist/Obstetrician,MBBS,21.0,Begur,Bangalore,95.0,107.0,600.0,DGO
Dr. Dharani Bai G,Gynecologist/Obstetrician,MBBS,30.0,Whitefield,Bangalore,88.0,266.0,850.0,MD
Dr. Shilpa Apte,Gynecologist/Obstetrician,MBBS,22.0,Jayanagar 5 Block,Bangalore,84.0,12.0,700.0,DGO
Dr. Vijaya Manohar,Gynecologist/Obstetrician,MBBS,41.0,Koramangala 6 Block,Bangalore,96.0,100.0,600.0,MD
Dr. Modhulika Bhattacharya,Gynecologist/Obstetrician,MBBS,22.0,Old Airport Road,Bangalore,98.0,162.0,850.0,MD
Dr. Usha B.R.,Gynecologist/Obstetrician,MBBS,17.0,JP Nagar,Bangalore,93.0,103.0,600.0,MS
Dr. Prakash Kini,Gynecologist/Obstetrician,MBBS,45.0,Jayanagar,Bangalore,96.0,147.0,1050.0,MD
Dr. Siri V,Gynecologist/Obstetrician,MBBS,16.0,Nagarbhavi,Bangalore,96.0,27.0,400.0,MS
Dr. Sita Rajan,Gynecologist/Obstetrician,MBBS,38.0,Whitefield,Bangalore,81.0,29.0,900.0,MD
Dr. Bhawana Mishra,Gynecologist/Obstetrician,DNB,26.0,JP Nagar,Bangalore,97.0,86.0,750.0,"DGO, MBBS"
Dr. Aruna Muralidhar,Gynecologist/Obstetrician,MBBS,25.0,Richmond Town,Bangalore,99.0,457.0,650.0,MS
Dr. Regina,Gynecologist/Obstetrician,MBBS,24.0,Banaswadi,Bangalore,95.0,291.0,600.0,MS
Dr. Bharathi Rajanna,Gynecologist/Obstetrician,MBBS,34.0,Victoria Layout,Bangalore,90.0,48.0,500.0,MD
Dr. Vani R,Gynecologist/Obstetrician,MBBS,25.0,Basavanagudi,Bangalore,96.0,173.0,500.0,MS
Dr. Sunil Kumar B Alur,General Surgeon,MBBS,24.0,Jayanagar,Bangalore,98.0,34.0,499.0,DNB
Dr. Aarthi Bharat,Gynecologist/Obstetrician,MBBS,23.0,Banashankari,Bangalore,97.0,101.0,600.0,MD
